#Q1:pT1:px1:py1:pz1:E1:phi1:eta1:Q2:pT2:px2:py2:pz2:E2:phi2:eta2
-1,43.66,-22.5623,-37.3783,188.829,193.811,-2.11387,2.17066,1,40.5874,17.5344,36.6044,389.387,391.497,1.12407,2.95697
-1,7.42233,-7.40049,0.568955,25.7674,26.8153,3.06486,1.95789,1,2.02505,1.96937,-0.471609,-0.502502,2.08914,-0.235045,-0.245664
-1,8.07521,5.49182,5.92022,108.415,108.716,0.82292,3.2917,1,6.94392,-6.92469,0.516439,413.647,413.705,3.06715,4.78036
-1,27.153,24.8927,-10.8462,-0.519393,27.1582,-0.410913,-0.0191272,1,27.4775,-26.6877,6.54087,118.745,121.883,2.90124,2.16988
-1,2.92033,1.96877,2.15691,-2.4568,3.81777,0.830969,-0.764573,1,1.34278,1.33517,-0.142842,10.9733,11.0557,-0.106579,2.79759
-1,40.1156,-8.58867,39.1854,380.061,382.172,1.78656,2.94449,1,42.2299,25.1,-33.9611,147.974,153.882,-0.93432,1.96682
-1,4.36978,-4.30558,0.746299,131.341,131.414,2.96996,4.09651,1,5.31215,5.1556,-1.28013,10.611,11.8669,-0.243377,1.44251
-1,2.24717,-0.317708,2.22459,6.61866,6.99054,1.71265,1.80102,1,14.0087,13.3737,-4.17001,2489.64,2489.68,-0.302254,5.87337
-1,4.34253,-3.95352,-1.79645,-379.036,379.061,-2.71509,-5.16235,1,5.279,5.12187,1.27838,-1671.99,1672,0.244596,-6.45118
-1,2.02115,-1.98402,0.385648,-90.3024,90.3251,2.94961,-4.49277,1,12.5034,12.5032,-0.0621406,-687.08,687.193,-0.00496992,-4.69968
-1,2.88276,-2.80017,0.685098,-133.183,133.214,2.90164,-4.52624,1,6.24016,5.87425,-2.10539,-81.1552,81.3948,-0.344148,-3.25998
-1,27.7412,27.6201,-2.58908,-30.5195,41.2434,-0.0934658,-0.950449,1,36.3563,-30.6792,19.5081,34.8741,50.3785,2.57521,0.85225
-1,48.041,28.7086,38.5195,466.704,469.17,0.93031,2.96943,1,40.0221,-23.2273,-32.5923,900.507,901.395,-2.18997,3.80717
-1,3.3142,-3.31353,0.0664217,3.56862,4.87136,3.12155,0.934629,1,12.396,12.294,1.5869,0.522268,12.4074,0.12837,0.0421196
-1,9.71677,-2.67351,-9.34173,-110.48,110.907,-1.84954,-3.12606,1,5.49171,0.713909,5.44511,-37.2152,37.6184,1.44043,-2.61202
-1,4.07878,2.6962,-3.06055,-0.524949,4.11378,-0.848604,-0.12835,1,0.965309,0.960349,-0.0977282,12.8778,12.9144,-0.101414,3.28536
-1,16.0493,5.84625,-14.9466,47.4457,50.0868,-1.19795,1.80452,1,11.4163,-7.62927,8.49271,58.4749,59.579,2.30269,2.3361
-1,7.24591,-4.18314,5.91647,17.5576,18.9943,2.18623,1.61829,1,3.69335,2.95592,-2.21437,21.1947,21.5143,-0.642944,2.44787
-1,5.6904,-4.65363,-3.27481,500.74,500.772,-2.52838,5.17049,1,7.77301,7.60834,1.59151,668.393,668.438,0.206206,5.1474
